gtdb_species_clade_id	all_core	all_singleton	all_accessory	all_gene_clusters
s__SG8-38_sp019309605--GB_GCA_019309605.1	1240	6161	2433	9834
s__Ruminococcus_E_sp900100595--GB_GCA_900100595.1	1393	8726	2944	13063
s__SLFH01_sp007124345--GB_GCA_007124345.1	1227	2180	0	3407
s__S140-43_sp015491615--GB_GCA_015491615.1	1631	1081	588	3300
s__SCKK01_sp022562455--GB_GCA_022562455.1	1821	1988	0	3809
s__SIG5_sp015063195--GB_GCA_015063195.1	899	796	0	1695
s__Ruminococcus_C_sp900770195--GB_GCA_900770195.1	1570	732	0	2302
s__Ruminococcus_E_sp002493635--GB_GCA_002493635.1	889	922	860	2671
s__SLSP01_sp007130345--GB_GCA_007130345.1	1692	2395	1090	5177
s__Ruminococcus_sp900540005--GB_GCA_900540005.1	1535	2600	806	4941
s__Ruminococcus_E_sp900543095--GB_GCA_900543095.1	944	320	823	2087
s__SORT01_sp022567655--GB_GCA_022567655.1	1396	1356	0	2752
s__SIG263_sp015058185--GB_GCA_015058185.1	961	1142	0	2103
s__SOKP01_sp011364975--GB_GCA_011364975.1	2528	3243	983	6754
s__SKVR01_sp007118135--GB_GCA_007118135.1	1633	1266	653	3552
s__SFTJ01_sp004557385--GB_GCA_004557385.1	1409	2563	892	4864
s__Ruminococcus_C_sp900765125--GB_GCA_900765125.1	1337	1581	0	2918
s__S012-40_sp015487785--GB_GCA_015487785.1	1497	550	724	2771
s__SLAD01_sp007125875--GB_GCA_007125875.1	1062	1710	0	2772
s__SLCH01_sp003566995--GB_GCA_003566995.1	1968	1415	0	3383
s__SLRQ01_sp007130885--GB_GCA_007130885.1	1604	1542	1188	4334
s__SLTB01_sp007122315--GB_GCA_007122315.1	1758	2300	2073	6131
s__SKKN01_sp007121455--GB_GCA_007121455.1	2603	536	535	3674
s__Ruminococcus_D_sp934435205--GB_GCA_934435205.1	1813	1317	395	3525
s__SLMS01_sp007132505--GB_GCA_007132505.1	1478	2355	0	3833
s__SKVJ01_sp007129495--GB_GCA_007129495.1	1445	1124	656	3225
s__SCGC-AAA011-G17_sp000402515--GB_GCA_000402515.1	1266	318	0	1584
s__SHWZ01_sp009693575--GB_GCA_009693575.1	1594	1195	0	2789
s__Ruminococcus_D_sp902762735--GB_GCA_902762735.1	2201	2202	0	4403
s__SLTB01_sp007131295--GB_GCA_007131295.1	2799	2334	1053	6186
s__SKQS01_sp007118895--GB_GCA_007118895.1	2112	1298	590	4000
s__SKOM01_sp003562535--GB_GCA_003562535.1	890	1819	924	3633
s__SKMY01_sp003561325--GB_GCA_003561325.1	310	1265	639	2214
s__SCADC1-2-3_sp000681355--GB_GCA_000681355.2	1238	1846	1816	4900
s__SKZV01_sp007127165--GB_GCA_007127165.1	1678	1680	1233	4591
s__SCTD01_sp019348355--GB_GCA_019348355.1	2164	1816	0	3980
s__SPLOWO2-01-44-7_sp001798075--GB_GCA_001798075.1	2150	294	61	2505
s__SFMI01_sp017532155--GB_GCA_017532155.1	1458	1190	0	2648
s__Ruminococcus_sp900315975--GB_GCA_900315975.1	666	2089	1044	3799
s__SHND01_sp020851635--GB_GCA_020851635.1	4143	1213	0	5356
s__SG8-38_sp019313915--GB_GCA_019313915.1	1880	5281	2474	9635
s__SCN-70-22_sp016719105--GB_GCA_016719105.1	3925	7593	1717	13235
s__S36-B12_sp010029945--GB_GCA_010029945.1	1005	2754	1144	4903
s__SIG480_sp017408185--GB_GCA_017408185.1	829	2623	0	3452
s__S145-15_sp015493635--GB_GCA_015493635.1	2269	1661	0	3930
s__SKHV01_sp016930365--GB_GCA_016930365.1	2302	975	0	3277
s__Ruminococcus_E_bromii--RS_GCF_002834225.1	1431	1362	541	3334
s__SKTA01_sp007132825--GB_GCA_007132825.1	699	1099	441	2239
s__Ruminococcus_E_sp902779225--GB_GCA_902779225.1	1000	2202	0	3202
s__Ruminococcus_D_sp902780505--GB_GCA_902780505.1	1724	1284	0	3008
s__SFLA01_sp017625615--GB_GCA_017625615.1	1073	1487	0	2560
s__SIG230_sp015058845--GB_GCA_015058845.1	1395	775	0	2170
s__Ruminococcus_D_albus_A--RS_GCF_000526775.1	1585	3031	1518	6134
s__Ruminococcus_F_sp015066905--GB_GCA_015066905.1	1512	1062	0	2574
s__SFDB01_sp004558825--GB_GCA_004558825.1	1265	3389	751	5405
s__Ruminococcus_sp017513795--GB_GCA_017513795.1	1156	1586	0	2742
s__SCGC-AG-212-J23_sp005883675--GB_GCA_005883675.1	2598	3652	0	6250
s__S36-B12_sp002728915--GB_GCA_002728915.1	879	1661	1096	3636
s__Ruminococcus_E_sp900316385--GB_GCA_900316385.1	1620	97	0	1717
s__SLSQ01_sp007130355--GB_GCA_007130355.1	1335	1908	0	3243
s__SKPT01_sp007119405--GB_GCA_007119405.1	1970	3403	0	5373
s__SHYN01_sp009692785--GB_GCA_009692785.1	753	1275	0	2028
s__S5-A14a_sp000758905--GB_GCA_000758905.1	1048	709	0	1757
s__Ruminococcus_flavefaciens_I--RS_GCF_900143025.1	2606	1229	0	3835
s__Ruminococcus_E_sp904393835--GB_GCA_904393835.1	1588	561	277	2426
s__SLTB01_sp007130155--GB_GCA_007130155.1	3371	1582	0	4953
s__Ruminococcus_D_sp000434695--RS_GCF_020559915.1	1634	1627	814	4075
s__Ruminococcus_E_sp902798605--GB_GCA_902798605.1	1218	1995	0	3213
s__SCSIO-52915_sp016781705--GB_GCA_016781705.1	1851	4369	1953	8173
s__Ruthenibacterium_lactatiformans--RS_GCF_000949455.1	2259	14025	7541	23825
s__SLMS01_sp007133495--GB_GCA_007133495.1	2311	1612	0	3923
s__Ruminococcus_flavefaciens_O--GB_GCA_002348905.1	1630	2742	0	4372
s__SLMP01_sp007133465--GB_GCA_007133465.1	1694	1571	1068	4333
s__SKNL01_sp007133995--GB_GCA_007133995.1	1522	1564	0	3086
s__Ruminococcus_sp002438605--GB_GCA_002438605.1	1346	2670	811	4827
s__SLDT01_sp007125125--GB_GCA_007125125.1	1526	1817	0	3343
s__SKVR01_sp007131895--GB_GCA_007131895.1	1877	2485	0	4362
s__Ruminococcus_sp934481385--GB_GCA_934481385.1	1529	726	176	2431
s__SIG220_sp017617775--GB_GCA_017617775.1	424	725	0	1149
s__SLHW01_sp007135955--GB_GCA_007135955.1	568	342	144	1054
s__Ruminococcus_E_sp902776975--GB_GCA_902776975.1	1069	1099	618	2786
s__Ruthenibacterium_sp013316265--GB_GCA_910587145.1	1422	1026	0	2448
s__SKNW01_sp007120305--GB_GCA_007120305.1	1509	2153	0	3662
s__SKYB132_sp022683945--GB_GCA_022683945.1	1659	303	218	2180
s__SOIY01_sp004376785--GB_GCA_004376785.1	954	1906	576	3436
s__SIG480_sp017435965--GB_GCA_017435965.1	1518	1516	0	3034
s__SFHR01_sp934271525--GB_GCA_934271525.1	1618	145	0	1763
s__Ruthenibacterium_merdavium--GB_GCA_019119935.1	1566	1138	807	3511
s__S5-A14a_sp022766365--GB_GCA_022766365.1	1258	324	0	1582
s__Ruminococcus_E_sp902798755--GB_GCA_902798755.1	1231	2681	836	4748
s__SLLF01_sp007134175--GB_GCA_007134175.1	1375	1940	0	3315
s__Ruminococcus_B_intestinipullorum--GB_GCA_018883985.1	1745	826	0	2571
s__Ruminococcus_E_sp900316815--GB_GCA_900316815.1	1307	2731	618	4656
s__Ruminococcus_sp017543595--GB_GCA_017543595.1	1318	1538	0	2856
s__SKNL01_sp007120555--GB_GCA_007120555.1	1154	1573	0	2727
s__Ruminococcus_sp017519145--GB_GCA_017519145.1	1710	1842	879	4431
s__S139-149_sp015485585--GB_GCA_015485585.1	405	288	121	814
s__SLKC01_sp007134775--GB_GCA_007134775.1	1993	1354	658	4005
s__SCAELEC01_sp004282745--GB_GCA_004282745.1	3684	317	358	4359
s__SKOX01_sp007119835--GB_GCA_007119835.1	1898	1956	1044	4898
s__SFLA01_sp017399965--GB_GCA_017399965.1	1410	817	242	2469
s__Ruminococcus_E_sp003438075--RS_GCF_003438075.1	1399	3155	1633	6187
s__Ruminococcus_D_sp900319075--GB_GCA_900319075.1	1377	4186	1188	6751
s__Ruminococcus_E_sp934476515--GB_GCA_934476515.1	1401	2397	1222	5020
s__Ruminococcus_E_sp004560275--GB_GCA_022774755.1	1212	1828	337	3377
s__S36-B12_sp002694095--GB_GCA_002694095.1	948	1655	728	3331
s__SLDG01_sp007125355--GB_GCA_007125355.1	1144	2259	1013	4416
s__SMWN01_sp003645215--GB_GCA_003645215.1	1380	2369	0	3749
s__SIG644_sp015064805--GB_GCA_015064805.1	996	1561	0	2557
s__SCGC-AAA160-P02_sp000383355--GB_GCA_000383355.1	1472	2361	853	4686
s__SIG200_sp017441065--GB_GCA_017441065.1	880	813	0	1693
s__SKTG01_sp007120485--GB_GCA_007120485.1	1702	2959	0	4661
s__SHWF01_sp009693935--GB_GCA_945868845.1	1822	1446	0	3268
s__S5133MH16_sp019310125--GB_GCA_019310125.1	1796	2646	1187	5629
s__SLSR01_sp007130365--GB_GCA_007130365.1	1223	1537	0	2760
s__S012-72_sp015487455--GB_GCA_015487455.1	1468	842	0	2310
s__SCGC-AAA160-P02_sp013214275--GB_GCA_013214275.1	1011	2817	0	3828
s__SFIE01_sp004555405--GB_GCA_004555405.1	1633	2122	888	4643
s__SZUA-1514_sp015523605--GB_GCA_015523605.1	1134	457	92	1683
s__Salipiger_pacificus_A--RS_GCF_003111685.1	4216	2360	630	7206
s__Salmonella_bongori--RS_GCF_000252995.1	3592	2122	1947	7661
s__SYFR01_sp005800325--GB_GCA_005800325.1	2669	1891	0	4560
s__SXXZ01_sp005805505--GB_GCA_005805505.1	1373	1832	1700	4905
s__SXKJ01_sp003669125--GB_GCA_003669125.1	2996	2042	1027	6065
s__Salmonella_houtenae--GB_GCA_900478215.1	3684	3393	3007	10084
s__Saccharospirillum_mangrovi--RS_GCF_003367315.1	3375	110	0	3485
s__SZUA-521_sp003248125--GB_GCA_003248125.1	3396	1672	0	5068
s__Selenomonas_A_sp000702005--RS_GCF_000702005.1	2091	887	0	2978
s__Scatocola_sp910577205--GB_GCA_910577205.1	1527	357	0	1884
s__Segeticoccus_rhizosphaerae--RS_GCF_009192725.1	3372	2337	0	5709
s__Secundilactobacillus_paracollinoides--RS_GCF_001311135.1	2461	2195	1118	5774
s__Scatomorpha_pullicola--GB_GCA_900543085.1	1570	2324	1280	5174
s__Sediminibacterium_sp903874055--GB_GCA_903874055.1	1368	2517	1066	4951
s__SV3-B141_sp018433015--GB_GCA_018433015.1	2682	2651	845	6178
s__Saccharofermentans_sp017478485--GB_GCA_017478485.1	1481	1598	0	3079
s__SXMI01_sp903852755--GB_GCA_903852755.1	2419	2993	970	6382
s__Salinivibrio_costicola--GB_GCA_000565345.1	2478	4000	986	7464
s__SXXZ01_sp903939515--GB_GCA_903939515.1	3284	4405	1009	8698
s__Schaedlerella_sp910574195--GB_GCA_910574195.1	2530	391	1045	3966
s__SURF-60_sp019084485--GB_GCA_019084485.1	1711	481	784	2976
s__Schwartzia_succinivorans--RS_GCF_900129225.1	1107	2355	1003	4465
s__Scatenecus_faecavium--GB_GCA_900551915.1	1644	1554	461	3659
s__SURF-24_sp003599415--GB_GCA_003599415.1	2357	2884	0	5241
s__Salinibacter_sp003023125--GB_GCA_003023125.1	466	2236	0	2702
s__Scatoplasma_sp002449135--GB_GCA_002449135.1	566	864	0	1430
s__Sediminibacterium_sp903862505--GB_GCA_903862505.1	1397	1437	0	2834
s__SURF-52_sp016208235--GB_GCA_016208235.1	2067	1961	0	4028
s__SSFR01_sp903859135--GB_GCA_903859135.1	1324	1454	0	2778
s__SZUA-117_sp018701055--GB_GCA_018701055.1	2223	2924	0	5147
s__SXON01_sp005778355--GB_GCA_005778355.1	5074	1160	769	7003
s__Saccharibacter_sp009834765--RS_GCF_009834765.1	2041	50	93	2184
s__Saccharofermentans_sp902801755--GB_GCA_902801755.1	1064	1688	905	3657
s__Salmonella_enterica--RS_GCF_000006945.2	3639	149757	112975	266371
s__Salmonella_arizonae--RS_GCF_008692845.1	3721	659	790	5170
s__Scatomorpha_gallistercoris--GB_GCA_900544765.1	1534	1252	1093	3879
s__Schaedlerella_sp910589385--GB_GCA_910589385.1	3314	894	0	4208
s__Saccharofermentans_sp017509245--GB_GCA_017509245.1	1642	1438	0	3080
s__SYFI01_sp903943955--GB_GCA_903943955.1	1563	2225	666	4454
s__SXYR01_sp009919185--GB_GCA_017853575.1	1237	2040	693	3970
s__Salegentibacter_salarius--RS_GCF_900168265.1	3000	42	0	3042
s__SXMI01_sp005777415--GB_GCA_005777415.1	1976	1115	578	3669
s__SURF-60_sp003604975--GB_GCA_003604975.1	1614	2022	0	3636
s__SZUA-442_sp003235475--GB_GCA_003235475.1	1975	552	0	2527
s__Sandarakinorhabdus_cyanobacteriorum--RS_GCF_002251755.1	2597	1131	0	3728
s__SXTU01_sp016871445--GB_GCA_016871445.1	2222	1538	0	3760
s__Saccharofermentans_sp015069205--GB_GCA_015069205.1	777	1845	1612	4234
s__Selenomonas_A_sp900769615--GB_GCA_900769615.1	1142	871	820	2833
s__Scatovivens_faecipullorum--GB_GCA_900553685.1	1337	627	191	2155
s__Sandaracinobacteroides_sp020693225--GB_GCA_020693225.1	2205	916	0	3121
s__Scatosoma_sp017626135--GB_GCA_017626135.1	1036	526	0	1562
s__Scatomorpha_merdavium--GB_GCA_004553625.1	1688	2157	883	4728
s__SXTU01_sp005791875--GB_GCA_005791875.1	1914	1417	2349	5680
s__Salinivibrio_proteolyticus--RS_GCF_001996165.1	2662	2262	1319	6243
s__SXRM01_sp903883645--GB_GCA_903883645.1	4008	2936	1434	8378
s__SXKJ01_sp005778115--GB_GCA_005778115.1	5288	1473	0	6761
s__SZUA-160_sp003228815--GB_GCA_003228815.1	955	1402	0	2357
s__Saccharopolyspora_antimicrobica--RS_GCF_003635025.1	7581	98	0	7679
s__Sediminibacterium_sp009693715--GB_GCA_009693715.1	1057	1412	0	2469
s__Saccharibacillus_brassicae--RS_GCF_006542275.1	4015	1075	0	5090
s__Schleiferilactobacillus_harbinensis--RS_GCF_000425885.1	2126	2035	2143	6304
s__Sediminibacterium_sp903899675--GB_GCA_903899675.1	2349	579	0	2928
s__SXXK01_sp903924405--GB_GCA_903924405.1	3877	1923	0	5800
s__Schaedlerella_sp000403295--GB_GCA_000403295.2	2699	2635	1451	6785
s__Saccharofermentans_sp902782235--GB_GCA_902782235.1	1202	3940	1615	6757
s__Secundilactobacillus_oryzae--RS_GCF_000740055.1	1185	2121	0	3306
s__Salipiger_profundus--RS_GCF_001969385.1	4075	808	923	5806
s__SYHX01_sp009926245--GB_GCA_009926245.1	1059	1455	0	2514
s__SXYR01_sp017856605--GB_GCA_017856605.1	1375	1381	0	2756
s__Saccharolobus_islandicus--RS_GCF_000022485.1	2080	3160	2770	8010
s__Scatomorpha_merdipullorum--GB_GCA_018716795.1	1432	1157	0	2589
s__Saccharopolyspora_endophytica--RS_GCF_018070075.1	4729	3382	728	8839
s__Salimicrobium_humidisoli--RS_GCF_002295105.1	2367	517	0	2884
s__Saccharofermentans_sp902782125--GB_GCA_902782125.1	1314	2874	963	5151
s__Selenomonas_A_sp000686945--RS_GCF_000686945.1	1681	1874	0	3555
s__Scatomorpha_sp002427465--GB_GCA_002427465.1	847	1934	1111	3892
s__Saccharofermentans_sp017940895--GB_GCA_017940895.1	1225	1838	1025	4088
s__Scardovia_wiggsiae--RS_GCF_000269605.1	1001	270	311	1582
s__Salipiger_bermudensis--RS_GCF_000153725.1	4019	2681	950	7650
s__Selenomonas_A_ruminantium_B--RS_GCF_000687995.1	1908	2297	749	4954
s__SZUA-76_sp015491865--GB_GCA_015491865.1	2223	596	174	2993
s__Secundilactobacillus_malefermentans--RS_GCF_001436395.1	1751	303	295	2349
s__Saccharopolyspora_kobensis--RS_GCF_900108315.1	7141	133	0	7274
s__SR-FBR-E99_sp009881065--GB_GCA_009881065.1	1681	3927	1337	6945
s__Sediminibacterium_sp017983845--GB_GCA_017983845.1	1373	627	0	2000
s__SW10_sp002420315--GB_GCA_002420315.1	2054	6571	2125	10750
s__SXIP01_sp005772825--GB_GCA_005772825.1	2693	1507	0	4200
s__SZUA-152_sp021647705--GB_GCA_021647705.1	3197	1246	0	4443
s__Scatousia_sp900554385--GB_GCA_900554385.1	1423	1060	0	2483
s__SZUA-444_sp023440965--GB_GCA_023440965.1	1078	1261	265	2604
s__Salipaludibacillus_neizhouensis--RS_GCF_002886185.1	4983	80	0	5063
s__Schaedlerella_sp910574865--GB_GCA_910574865.1	2772	2328	690	5790
s__Salinicoccus_cyprini--RS_GCF_007713705.1	2276	515	0	2791
s__SYIM01_sp903866395--GB_GCA_903866395.1	2841	3392	0	6233
s__Selenomonas_C_sp900314825--GB_GCA_900314825.1	2753	380	0	3133
s__SZUA-584_sp023406895--GB_GCA_023406895.1	1897	1696	1139	4732
s__SXRM01_sp005792545--GB_GCA_005792545.1	4751	796	0	5547
s__SV3-B162_sp018432955--GB_GCA_018432955.1	1476	3127	0	4603
s__Saccharopolyspora_pogona--RS_GCF_014697215.1	4561	6971	0	11532
s__SXMI01_sp903953195--GB_GCA_903953195.1	1759	2197	822	4778
s__Saccharofermentans_sp017612755--GB_GCA_017612755.1	982	1624	0	2606
s__SXXH01_sp903829565--GB_GCA_903829565.1	1688	4087	1881	7656
s__Salinisphaera_sp002715985--GB_GCA_002715985.1	1777	1385	0	3162
s__Sediminibacterium_sp903933765--GB_GCA_903933765.1	934	1015	792	2741
s__Salipiger_sp001687105--RS_GCF_001687105.1	3953	2206	533	6692
s__Secundilactobacillus_kimchicus--RS_GCF_001433995.1	1690	3755	1028	6473
s__Scalindua_sp018670825--GB_GCA_018670825.1	2978	5619	1803	10400
s__Saliniramus_fredricksonii--RS_GCF_900094735.1	3377	327	0	3704
s__SZAS-103_sp018241125--GB_GCA_018241125.1	1391	1537	971	3899
s__Salinigranum_halophilum--RS_GCF_007004735.1	3396	1602	522	5520
s__Saccharopolyspora_D_erythraea--RS_GCF_000062885.1	6873	1001	406	8280
s__Selenomonas_A_ruminantium_F--RS_GCF_900113715.1	1615	1693	645	3953
s__Salegentibacter_maritimus--RS_GCF_016236915.1	2648	1104	256	4008
s__SXPK01_sp903925435--GB_GCA_903925435.1	1220	3104	1247	5571
s__Saccharococcus_caldoxylosilyticus--RS_GCF_000632715.1	2922	2123	1819	6864
s__SURF-15_sp003599475--GB_GCA_003599475.1	3144	4728	0	7872
s__Schaedlerella_sp910575475--GB_GCA_910575475.1	4324	2043	0	6367
s__Salegentibacter_salegens--RS_GCF_900142975.1	3364	77	0	3441
s__Scrofimicrobium_sp014069575--RS_GCF_014069575.1	1617	806	0	2423
s__Saccharomonospora_azurea--RS_GCF_000231055.2	3774	1486	0	5260
s__Scatosoma_sp015055545--GB_GCA_015055545.1	1218	1053	0	2271
s__Saccharofermentans_sp902795955--GB_GCA_902795955.1	1266	1597	0	2863
s__SURF-13_sp023381235--GB_GCA_023381235.1	663	1481	0	2144
s__Sediminibacterium_sp004294135--GB_GCA_004294135.1	1340	1094	745	3179
s__Schlesneria_sp903840265--GB_GCA_903840265.1	5892	478	287	6657
s__SYHX01_sp903856555--GB_GCA_903856555.1	1061	2229	837	4127
s__SURF-28_sp003599395--GB_GCA_003599395.1	1844	1962	0	3806
s__Sediminibacterium_sp017996795--GB_GCA_017996795.1	1586	2082	0	3668
s__Sediminihabitans_luteus--RS_GCF_002797595.1	2990	35	0	3025
s__SXXK01_sp945861465--GB_GCA_945861465.1	4424	4594	0	9018
s__Selenomonas_C_sp022773585--GB_GCA_022773585.1	1977	984	0	2961
s__Saccharofermentans_sp017649645--GB_GCA_017649645.1	1996	1896	0	3892
s__SYSU-D60014_sp003576685--GB_GCA_003576685.1	4580	297	0	4877
s__Sediminibacterium_sp005800655--GB_GCA_005800655.1	1149	1282	0	2431
s__Selenomonas_A_montiformis--RS_GCF_009697385.1	1704	1678	0	3382
s__Selenomonas_B_ruminantium_B--GB_GCA_902780915.1	2010	1968	0	3978
s__Salipaludibacillus_agaradhaerens--RS_GCF_002019735.1	3446	562	1208	5216
s__Sediminibacterium_sp903854725--GB_GCA_903854725.1	1506	1012	487	3005
s__Scatosoma_sp017467265--GB_GCA_017467265.1	867	553	0	1420
s__Selenomonas_C_sp934202005--GB_GCA_934202005.1	899	1720	1056	3675
s__Salmonella_diarizonae--RS_GCF_008692785.1	3832	7474	8918	20224
s__Schleiferia_thermophila--RS_GCF_003337435.1	2036	258	212	2506
s__SW10_sp905181965--GB_GCA_905181965.1	2430	3202	1009	6641
s__Schlesneria_sp903911795--GB_GCA_903911795.1	5425	3856	0	9281
s__Salipiger_aestuarii--RS_GCF_003259905.1	3690	1208	954	5852
s__Schaedlerella_sp934435195--GB_GCA_934435195.1	1881	1690	0	3571
s__Salinicoccus_halodurans--RS_GCF_900114445.1	2767	44	0	2811
s__SXON01_sp903921785--GB_GCA_903921785.1	5691	1235	876	7802
s__Saccharofermentans_sp017529925--GB_GCA_017529925.1	729	1562	1042	3333
s__SYFT01_sp005799825--GB_GCA_005799825.1	1016	466	1740	3222
s__Saccharopolyspora_C_sp016526145--RS_GCF_016526145.1	4153	3481	0	7634
s__Saccharibacillus_endophyticus--RS_GCF_013185185.1	5088	20	0	5108
s__Sedimentibacter_sp003457065--GB_GCA_003457065.1	1686	3217	0	4903
s__SXWH01_sp903929475--GB_GCA_903929475.1	3778	637	0	4415
s__Saccharopolyspora_spinosa--RS_GCF_000194155.1	7330	839	420	8589
s__SYLG01_sp009691815--GB_GCA_009691815.1	1800	2224	0	4024
s__Salinibacter_ruber--RS_GCF_000013045.1	2413	10561	8702	21676
s__Scatomorpha_sp900759385--GB_GCA_900759385.1	1968	1055	761	3784
s__Scandinavium_sp902706235--GB_GCA_902706235.1	3386	2159	1451	6996
s__Salegentibacter_mishustinae--RS_GCF_002900095.1	2689	743	662	4094
s__Scatosoma_sp900552625--GB_GCA_905209085.1	1793	2242	628	4663
s__Saccharofermentans_sp016288885--GB_GCA_016288885.1	1769	1703	580	4052
s__Seleniivibrio_woodruffii--RS_GCF_004339245.1	2692	22	0	2714
s__Saccharimonas_aalborgensis--RS_GCF_000392435.1	865	576	200	1641
s__Scatosoma_sp015071005--GB_GCA_015071005.1	1221	726	0	1947
s__SYFT01_sp009694745--GB_GCA_009694745.1	2139	1592	0	3731
s__SYFN01_sp021737945--GB_GCA_021737945.1	2305	838	0	3143
s__Sediminibacterium_magnilacihabitans--GB_GCA_002973575.1	2838	1350	0	4188
s__Sediminibacillus_terrae--RS_GCF_009602435.1	3443	1076	0	4519
s__SXOD01_sp005776885--GB_GCA_005776885.1	1907	215	297	2419
s__Salipiger_pacificus--RS_GCF_900116195.1	5702	33	0	5735
s__SXIK01_sp005772855--GB_GCA_005772855.1	2898	1918	0	4816
s__Saprospira_sp903854205--GB_GCA_903854205.1	4024	1460	0	5484
s__Saccharicenans_sp002877915--GB_GCA_002877915.1	1957	586	0	2543
s__Sediminibacterium_sp004297075--GB_GCA_004297075.1	2759	2006	0	4765
s__SW10_sp905182405--GB_GCA_905182405.1	2877	1929	0	4806
s__Selenomonas_C_sp900318215--GB_GCA_900318215.1	1691	3274	1266	6231
s__SYIB01_sp945888705--GB_GCA_945888705.1	534	1581	1251	3366
s__SSSZ01_sp016720065--GB_GCA_016720065.1	2935	756	520	4211
s__Sebaldella_termitidis--RS_GCF_000024405.1	4099	53	0	4152
s__SXTU01_sp945872195--GB_GCA_945872195.1	1186	3629	2015	6830
s__Scatavimonas_merdipullorum--GB_GCA_900541565.1	1702	658	379	2739
s__Saccharibacillus_kuerlensis--RS_GCF_000378145.1	4013	91	0	4104
s__Saccharofermentans_sp016292145--GB_GCA_016292145.1	1655	2413	0	4068
s__Sedimentisphaera_salicampi--RS_GCF_002117005.1	2048	530	0	2578
s__Scatosoma_pullistercoris--GB_GCA_018714725.1	985	858	483	2326
s__Salinicola_halophyticus--RS_GCF_003206695.1	3126	768	0	3894
s__Schlesneria_paludicola_A--GB_GCA_945862235.1	3293	4359	0	7652
s__Scybalousia_intestinigallinarum--GB_GCA_018716115.1	646	352	965	1963
s__Scatovivens_sp934182465--GB_GCA_934182465.1	764	587	663	2014
s__Saccharofermentans_sp016292215--GB_GCA_016292215.1	1488	1218	0	2706
s__Sediminibacterium_sp020403455--GB_GCA_020403455.1	1942	5252	2054	9248
s__SXYR01_sp903894575--GB_GCA_903894575.1	1591	2180	1125	4896
s__SURF-21_sp003598015--GB_GCA_003598015.1	3191	411	0	3602
s__SXYR01_sp945897185--GB_GCA_945897185.1	1149	1269	641	3059
s__Sediminibacterium_sp903831935--GB_GCA_903831935.1	1768	2957	1184	5909
s__Saccharofermentans_sp003543635--GB_GCA_003543635.1	907	1417	0	2324
s__Saccharofermentans_sp900314745--GB_GCA_900314745.1	1478	1413	729	3620
s__Sediminimonas_qiaohouensis--RS_GCF_000423645.1	2691	1124	0	3815
s__Scatomonas_merdigallinarum--GB_GCA_018716305.1	1788	811	475	3074
s__SXTU01_sp009922615--GB_GCA_009922615.1	4008	1317	0	5325
s__SZUA-230_sp022567155--GB_GCA_022567155.1	2561	1788	656	5005
s__Sediminivirga_luteola--RS_GCF_014639315.1	2903	586	501	3990
s__Scatomorpha_pullistercoris--GB_GCA_900546615.1	1670	1042	831	3543
s__Sandarakinorhabdus_limnophila--RS_GCF_000420765.1	1839	3001	982	5822
s__Sediminibacterium_ginsengisoli_A--GB_GCA_945901845.1	1525	675	0	2200
s__Scatovivens_sp002449785--GB_GCA_002449785.1	1414	612	0	2026
s__Salirhabdus_euzebyi--RS_GCF_014207435.1	3827	24	0	3851
s__Selenomonas_A_ruminantium_K--GB_GCA_902781305.1	1461	1964	675	4100
s__SZUA-1514_sp015523545--GB_GCA_015523545.1	794	265	363	1422
s__SYKU01_sp005808865--GB_GCA_005808865.1	4331	1961	0	6292
s__SXON01_sp903885375--GB_GCA_903885375.1	4964	1235	950	7149
s__Selenomonas_B_ruminantium_A--GB_GCA_000702545.1	1707	3245	667	5619
s__Saliphagus_infecundisoli--RS_GCF_020177375.1	3197	1417	1228	5842
s__Secundilactobacillus_odoratitofui--RS_GCF_001434895.1	1348	3465	0	4813
s__Salipiger_thiooxidans--RS_GCF_900102075.1	3993	6750	2364	13107
s__Schlesneria_paludicola_B--GB_GCA_945869955.1	3655	3401	0	7056
s__Saccharimonas_sp013333795--GB_GCA_013333795.2	633	538	0	1171
s__Scatacola_A_faecigallinarum--GB_GCA_000436375.1	1529	2126	658	4313
s__SYLI01_sp009695465--GB_GCA_009695465.1	1906	823	0	2729
s__SURF-25_sp003598135--GB_GCA_003598135.1	1247	414	0	1661
s__SXNL01_sp005777185--GB_GCA_005777185.1	4643	1470	961	7074
s__Scatosoma_sp904501815--GB_GCA_904501815.1	1260	0	0	1260
s__Selenomonas_C_sp902780535--GB_GCA_902780535.1	1079	2932	2161	6172
s__SXXK01_sp005791255--GB_GCA_005791255.1	2210	4936	2759	9905
s__Scybalenecus_sp900540085--GB_GCA_900540085.1	1198	850	542	2590
s__Sediminibacterium_sp020403425--GB_GCA_020403425.1	2440	756	841	4037
s__SZUA-152_sp015487095--GB_GCA_015487095.1	2694	1880	0	4574
s__SW10_sp002323895--GB_GCA_002323895.1	1770	1824	1245	4839
s__Schleiferilactobacillus_perolens--RS_GCF_001435585.1	1891	1244	1048	4183
s__Scybalomonas_excrementavium--GB_GCA_017694765.1	1608	1273	0	2881
s__Scatomorpha_intestinigallinarum--GB_GCA_900544295.1	1658	2129	968	4755
s__Saccharofermentans_sp902780785--GB_GCA_902780785.1	2014	1025	0	3039
s__Sedimentibacter_sp003483345--GB_GCA_003483345.1	651	3094	1230	4975
